Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month_Num,Date_Day,is_weekend,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Rented Bike Count
0.8333333333333334,0.6395939086294418,0.59375,-0.22768379202711048,0.16619718309859155,-0.01075268817204301,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1828
-0.16666666666666666,-0.5025380710659899,-0.625,-0.14891824053188613,0.29107981220657275,0.8817204301075268,0.0,0.0,-0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,374
0.8333333333333334,0.1624365482233502,-0.90625,-0.39575298507290857,0.28732394366197184,-0.01075268817204301,0.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1292
-0.16666666666666666,-0.30456852791878175,-0.125,-0.5816560227957038,-0.7333333333333333,1.064516129032258,0.0,0.0,0.8333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,651
0.5833333333333334,0.4771573604060913,-0.6875,0.2058418822217645,-0.9164319248826291,0.2258064516129032,0.0,0.0,-0.3333333333333333,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,1578
-0.75,0.2690355329949239,1.125,-0.39575298507290857,-1.1934272300469484,-0.01075268817204301,5.4,0.0,0.0,-0.06666666666666667,0.0,0.0,1.0,0.0,0.0,154
0.5,-1.3299492385786802,-0.75,0.6275737112096174,0.13615023474178403,0.04301075268817204,0.0,0.3,-0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,305
0.75,0.035532994923857836,0.40625,-0.5816560227957038,-0.907981220657277,-0.01075268817204301,0.0,0.0,-0.5,0.8,0.0,1.0,0.0,0.0,0.0,1035
0.0,-0.416243654822335,-0.0625,0.682712243030312,-0.7380281690140845,0.9032258064516128,0.0,0.0,-0.8333333333333334,0.26666666666666666,1.0,0.0,0.0,1.0,0.0,325
-0.6666666666666666,-0.949238578680203,-0.90625,0.6275737112096174,0.29107981220657275,-0.01075268817204301,0.0,0.0,-0.6666666666666666,0.06666666666666667,1.0,0.0,0.0,1.0,-1.0,20
0.4166666666666667,0.2944162436548224,0.59375,0.3951330286481768,0.29107981220657275,0.2150537634408602,0.0,0.0,0.5,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,1290
-0.8333333333333334,0.27918781725888325,-0.03125,-0.4861165064064858,0.29107981220657275,-0.01075268817204301,0.0,0.0,0.5,-0.26666666666666666,0.0,0.0,0.0,0.0,0.0,462
0.5,0.8730964467005076,-0.4375,0.0707286024015658,-0.7126760563380282,0.7849462365591398,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,3238
0.08333333333333333,0.6192893401015228,-0.53125,0.455183241303237,0.28826291079812205,3.193548387096774,0.0,0.0,0.5,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1102
0.08333333333333333,0.7055837563451777,-0.84375,0.3336351996355,0.07323943661971831,3.247311827956989,0.0,0.0,0.0,-0.8,0.0,0.0,1.0,0.0,0.0,1085
-1.0,0.3147208121827411,0.59375,-0.91150831659757,-1.224413145539906,-0.01075268817204301,0.0,0.0,-0.16666666666666666,-0.9333333333333333,0.0,1.0,0.0,0.0,0.0,612
0.5,-0.583756345177665,-0.5625,0.3951330286481768,-0.40469483568075115,0.0,0.0,0.0,-0.8333333333333334,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,506
-0.75,-0.802030456852792,-0.15625,1.0902852095090052,0.24131455399061033,-0.01075268817204301,0.0,0.0,1.0,0.6,0.0,0.0,0.0,1.0,-1.0,100
0.8333333333333334,-0.868020304568528,-0.15625,1.2305047302068106,-0.38779342723004695,-0.01075268817204301,0.0,0.0,-0.5,-1.0,0.0,1.0,0.0,0.0,-1.0,190
-0.8333333333333334,0.0203045685279188,-0.03125,0.5713209318579696,0.29107981220657275,-0.01075268817204301,0.0,0.0,0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,0.0,262
-0.9166666666666666,0.751269035532995,0.65625,-0.91150831659757,-0.5802816901408451,-0.01075268817204301,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,747
